cluster_id,direcciones,conexiones,reportadas
3202,3,1,0
3203,4,2,0
3204,4,2,0
3205,5,2,0
3206,3,1,0
3207,3,1,0
3208,3,1,0
3209,3,1,0
3210,3,1,0
3211,3,1,0
3212,2,2,0
3213,3,1,0
3214,4,2,0
3215,26,26,0
3216,3,2,0
3217,2,2,0
3218,2,1,0
3219,2,2,0
3220,2,1,0
3221,2,2,0
3222,2,1,0
3223,2,2,0
3224,24,14,0
3225,3,2,0
3226,8,5,0
3227,3,2,0
3228,3,2,0
3229,4,2,0
3230,3,2,0
3231,4,2,0
3232,484,483,0
3233,41,38,0
3234,4,2,0
3235,3,2,0
3236,3,2,0
3237,10,9,0
3238,3,2,0
3239,14,10,0
3240,3,1,0
3241,3,2,0
3242,64,62,0
3243,3,1,0
3244,50,46,0
3245,2,1,0
3246,3,2,0
3247,3,2,0
3248,3,2,0
3249,3,2,0
3250,3,2,0
3251,3,2,0
3252,3,1,0
3253,3,2,0
3254,4,2,0
3255,3,2,0
3256,3,2,0
3257,3,2,0
3258,3,2,0
3259,3,1,0
3260,3,2,0
3261,3,1,0
3262,3,2,0
3263,3,2,0
3264,3,2,0
3265,3,1,0
3266,3,1,0
3267,3,2,0
3268,3,2,0
3269,4,2,0
3270,3,1,0
3271,7,1,0
3272,719,389,0
3273,5,2,0
3274,3,1,0
3275,1000,677,0
3276,4,2,0
3277,647,380,0
3278,4,1,0
3279,332,265,0
3280,5,2,0
3281,620,486,0
3282,3,1,0
3283,5,1,0
3284,960,1700,0
3285,516,763,0
3286,629,894,0
3287,5,2,0
3288,3,1,0
3289,3,1,0
3290,3,1,0
3291,3,1,0
3292,3,2,0
3293,2,1,0
3294,2,2,0
3295,2,1,0
3296,2,1,0
3297,2,2,0
3298,2,2,0
3299,2,1,0
3300,2,1,0
3301,474,474,0
3302,470,470,0
3303,2,1,0
3304,388,388,0
3305,386,386,0
3306,416,416,0
3307,421,421,0
3308,327,327,0
3309,92,92,0
3310,2,1,0
3311,3,1,0
3312,3,2,0
3313,3,2,0
3314,3,2,0
3315,5,2,0
3316,2,1,0
3317,3,2,0
3318,7,6,0
3319,3,2,0
3320,2,1,0
3321,3,2,0
3322,4,2,0
3323,3,1,0
3324,2,1,0
3325,3,1,0
3326,3,3,0
3327,2,2,0
3328,2,2,0
3329,4,2,0
3330,2,1,0
3331,4,2,0
3332,3,2,0
3333,3,2,0
3334,3,2,0
3335,5,2,0
3336,3,2,0
3337,3,1,0
3338,3,2,0
3339,5,2,0
3340,26,26,0
3341,3,2,0
3342,3,1,0
3343,5,2,0
3344,3,1,0
3345,29,26,0
3346,3,1,0
3347,3,1,0
3348,591,445,0
3349,278,165,0
3350,874,532,0
3351,268,168,0
3352,6,2,0
3353,320,193,0
3354,5,2,0
3355,714,359,0
3356,5,2,0
3357,3,2,0
3358,5,2,0
3359,2,1,0
3360,4,2,0
3361,3,2,0
3362,6,1,0
3363,5,2,0
3364,3,1,0
3365,10,9,0
3366,65,64,0
3367,2,2,0
3368,4,2,0
3369,57,56,0
3370,3,1,0
3371,3,1,0
3372,63,61,0
3373,45,42,0
3374,3,1,0
3375,57,55,0
3376,6,1,0
3377,4,3,0
3378,19,2,0
3379,34,31,0
3380,452,452,0
3381,4,2,0
3382,63,61,0
3383,3,2,0
3384,3,2,0
3385,5,2,0
3386,9,6,0
3387,3,1,0
3388,6,4,0
3389,3,2,0
3390,4,2,0
3391,7,4,0
3392,10,7,0
3393,5,2,0
3394,3,1,0
3395,3,2,0
3396,4,2,0
3397,4,2,0
3398,3,1,0
3399,29,19,0
3400,3,1,0
3401,5,2,0
3402,3,2,0
3403,4,2,0
3404,4,2,0
3405,3,1,0
3406,5,2,0
3407,5,2,0
3408,5,2,0
3409,3,1,0
3410,4,2,0
3411,98,196,0
3412,5,2,0
3413,2,1,0
3414,2,2,0
3415,3,1,0
3416,39,52,0
3417,3,2,0
3418,5,2,0
3419,7,1,0
3420,4,2,0
3421,3,2,0
3422,5,2,0
3423,3,2,0
3424,4,2,0
3425,7,2,0
3426,4,2,0
3427,4,2,0
3428,1213,1913,0
3429,976,1427,0
3430,4,2,0
3431,2,2,0
3432,3,2,0
3433,4,2,0
3434,24,2,0
3435,7,2,0
3436,49,2,0
3437,3,1,0
3438,2,1,0
3439,3,1,0
3440,7,1,0
3441,3,1,0
3442,3,1,0
3443,4,1,0
3444,16,16,0
3445,15,16,0
3446,16,16,0
3447,6,1,0
3448,4,2,0
3449,44,2,0
3450,5,2,0
3451,112,53,0
3452,4,2,0
3453,3,1,0
3454,4,2,0
3455,2,1,0
3456,4,2,0
3457,4,2,0
3458,5,2,0
3459,3,1,0
3460,4,2,0
3461,4,2,0
3462,6,2,0
3463,4,2,0
3464,3,2,0
3465,5,2,0
3466,357,345,0
3467,3,2,0
3468,427,399,0
3469,3,2,0
3470,341,225,0
3471,3,2,0
3472,26,2,0
3473,401,381,0
3474,78,1,0
3475,3,1,0
3476,4,2,0
3477,2,1,0
3478,3,2,0
3479,2,1,0
3480,3,2,0
3481,3,1,0
3482,4,2,0
3483,3,2,0
3484,3,2,0
3485,2,1,0
3486,3,2,0
3487,2,1,0
3488,3,2,0
3489,2,1,0
3490,5,2,0
3491,3,1,0
3492,4,2,0
3493,2,1,0
3494,58,57,0
3495,3,2,0
3496,2,1,0
3497,5,2,0
3498,48,59,0
3499,3,2,0
3500,3,1,0
3501,4,2,0
3502,6,2,0
3503,4,2,0
3504,3,1,0
3505,3,1,0
3506,5,2,0
3507,3,1,0
3508,564,845,0
3509,462,727,0
3510,2,1,0
3511,30,29,0
3512,2,1,0
3513,127,29,0
3514,2,1,0
3515,461,682,0
3516,2,1,0
3517,368,657,0
3518,2,1,0
3519,37,35,0
3520,2,1,0
3521,546,774,0
3522,67,66,0
3523,3,2,0
3524,100,99,0
3525,5,2,0
3526,102,101,0
3527,4,2,0
3528,5,2,0
3529,78,151,0
3530,5,2,0
3531,4,2,0
3532,72,148,0
3533,123,150,0
3534,4,2,0
3535,85,148,0
3536,5,2,0
3537,5,2,0
3538,5,2,0
3539,75,153,0
3540,98,154,0
3541,4,2,0
3542,4,2,0
3543,5,2,0
3544,75,151,0
3545,3,1,0
3546,4,2,0
3547,2,1,0
3548,2,1,0
3549,465,465,0
3550,2,1,0
3551,445,444,0
3552,2,1,0
3553,423,319,0
3554,2,1,0
3555,399,374,0
3556,3,1,0
3557,6,2,0
3558,3,1,0
3559,42,25,0
3560,34,2,0
3561,3,1,0
3562,5,2,0
3563,5,2,0
3564,26,26,0
3565,3,2,0
3566,2,1,0
3567,16,16,0
3568,925,399,0
3569,4,2,0
3570,2,2,0
3571,20,2,0
3572,39,32,0
3573,3,1,0
3574,558,1084,0
3575,3,2,0
3576,3,1,0
3577,4,2,0
3578,4,2,0
3579,3,1,0
3580,3,1,0
3581,5,2,0
3582,5,2,0
3583,2,1,0
3584,4,2,0
3585,4,2,0
3586,51,50,0
3587,5,2,0
3588,7,6,0
3589,19,18,0
3590,5,2,0
3591,16,15,0
3592,5,2,0
3593,31,30,0
3594,4,2,0
3595,3,2,0
3596,8,7,0
3597,4,2,0
3598,18,17,0
3599,3,1,0
3600,3,1,0
3601,3,1,0
3602,4,2,0
3603,11,16,0
3604,8,10,0
3605,16,16,0
3606,4,5,0
3607,13,16,0
3608,5,5,0
3609,3,1,0
3610,4,4,0
3611,2,1,0
3612,2,2,0
3613,2,1,0
3614,2,2,0
3615,3,1,0
3616,3,1,0
3617,229,150,0
3618,629,441,0
3619,3,1,0
3620,5,2,0
3621,2,1,0
3622,5,2,0
3623,3,2,0
3624,5,2,0
3625,3,2,0
3626,5,2,0
3627,5,2,0
3628,3,2,0
3629,3,2,0
3630,3,2,0
3631,4,2,0
3632,3,2,0
3633,4,2,0
3634,3,2,0
3635,6,1,0
3636,3,2,0
3637,3,3,0
3638,2,1,0
3639,3,1,0
3640,3,2,0
3641,3,1,0
3642,3,2,0
3643,5,2,0
3644,4,2,0
3645,94,89,0
3646,5,2,0
3647,80,78,0
3648,3,1,0
3649,94,92,0
3650,482,482,0
3651,3,1,0
3652,3,1,0
3653,4,1,0
3654,3,2,0
3655,3,2,0
3656,3,2,0
3657,3,2,0
3658,2,1,0
3659,3,2,0
3660,2,1,0
3661,3,2,0
3662,2,1,0
3663,3,2,0
3664,2,1,0
3665,21,20,0
3666,2,1,0
3667,3,2,0
3668,2,1,0
3669,4,3,0
3670,2,1,0
3671,7,5,0
3672,2,1,0
3673,16,15,0
3674,2,1,0
3675,5,2,0
3676,3,2,0
3677,4,2,0
3678,3,2,0
3679,4,2,0
3680,4,2,0
3681,3,2,0
3682,5,2,0
3683,454,698,0
3684,4,2,0
3685,5,2,0
3686,5,2,0
3687,339,609,0
3688,637,1030,0
3689,3,1,0
3690,5,2,0
3691,39,38,0
3692,3,2,0
3693,79,2,0
3694,3,2,0
3695,95,94,0
3696,3,2,0
3697,92,91,0
3698,11,2,0
3699,3,2,0
3700,19,2,0
3701,3,1,0
3702,5,2,0
3703,2,2,0
3704,3,2,0
3705,3,2,0
3706,5,2,0
3707,2,2,0
3708,11,10,0
3709,3,1,0
3710,5,2,0
3711,30,28,0
3712,29,28,0
3713,30,29,0
3714,31,30,0
3715,3,1,0
3716,33,32,0
3717,28,27,0
3718,3,1,0
3719,3,1,0
3720,3,1,0
3721,5,2,0
3722,3,1,0
3723,2,2,0
3724,2,2,0
3725,3,1,0
3726,3,1,0
3727,3,1,0
3728,3,1,0
3729,2,2,0
3730,2,2,0
3731,3,1,0
3732,2,2,0
3733,2,2,0
3734,2,2,0
3735,2,2,0
3736,2,2,0
3737,2,2,0
3738,2,1,0
3739,453,453,0
3740,2,2,0
3741,2,1,0
3742,4,2,0
3743,5,2,0
3744,4,2,0
3745,5,2,0
3746,5,2,0
3747,722,572,0
3748,661,556,0
3749,663,281,0
3750,3,1,0
3751,2,1,0
3752,2,1,0
3753,56,56,0
3754,420,420,0
3755,2,1,0
3756,459,459,0
3757,2,1,0
3758,2,1,0
3759,2,1,0
3760,369,369,0
3761,42,42,0
3762,3,1,0
3763,32,31,0
3764,5,2,0
3765,3,2,0
3766,5,2,0
3767,2,1,0
3768,3,1,0
3769,2,1,0
3770,4,2,0
3771,2,1,0
3772,4,2,0
3773,2,1,0
3774,4,2,0
3775,2,1,0
3776,88,2,0
3777,2,1,0
3778,2,1,0
3779,3,2,0
3780,6,1,0
3781,3,1,0
3782,3,2,0
3783,3,2,0
3784,3,2,0
3785,4,2,0
3786,4,1,0
3787,2,1,0
3788,455,455,0
3789,2,1,0
3790,411,411,0
3791,2,1,0
3792,481,464,0
3793,2,1,0
3794,442,340,0
3795,3,1,0
3796,3,2,0
3797,3,2,0
3798,3,1,0
3799,3,2,0
3800,3,1,0
3801,3,1,0
3802,65,2,0
3803,3,1,0
3804,2,2,0
3805,2,2,0
3806,2,2,0
3807,2,2,0
3808,2,2,0
3809,2,2,0
3810,56,52,0
3811,3,1,0
3812,4,2,0
3813,410,410,0
3814,3,1,0
3815,352,343,0
3816,4,2,0
3817,417,393,0
3818,3,1,0
3819,409,373,0
3820,5,2,0
3821,438,430,0
3822,5,2,0
3823,400,351,0
3824,5,2,0
3825,524,389,0
3826,486,419,0
3827,7,2,0
3828,2,1,0
3829,3,1,0
3830,3,1,0
3831,7,2,0
3832,3,1,0
3833,5,6,0
3834,5,5,0
3835,5,2,0
3836,12,16,0
3837,3,1,0
3838,7,7,0
3839,15,16,0
3840,3,2,0
3841,3,2,0
3842,4,2,0
3843,11,14,0
3844,3,2,0
3845,3,2,0
3846,4,2,0
3847,15,16,0
3848,5,5,0
3849,3,1,0
3850,2,2,0
3851,3,2,0
3852,8,5,0
3853,4,2,0
3854,13,8,0
3855,5,2,0
3856,13,9,0
3857,9,4,0
3858,3,1,0
3859,25,25,0
3860,3,2,0
3861,4,2,0
3862,9,2,0
3863,3,1,0
3864,3,1,0
3865,31,30,0
3866,11,10,0
3867,3,1,0
3868,3,2,0
3869,3,2,0
3870,9,9,0
3871,22,2,0
3872,5,2,0
3873,9,9,0
3874,14,13,0
3875,46,2,0
3876,3,1,0
3877,3,1,0
3878,79,51,0
3879,24,21,0
3880,3,1,0
3881,611,1230,0
3882,4,2,0
3883,4,4,0
3884,5,5,0
3885,3,1,0
3886,3,3,0
3887,5,2,0
3888,14,16,0
3889,2,1,0
3890,4,4,0
3891,2,1,0
3892,15,16,0
3893,2,1,0
3894,2,2,0
3895,2,1,0
3896,3,3,0
3897,2,1,0
3898,2,2,0
3899,4,2,0
3900,4,1,0
3901,29,2,0
3902,4,2,0
3903,3,1,0
3904,2,2,0
3905,2,2,0
3906,2,2,0
3907,2,2,0
3908,5,1,0
3909,2,2,0
3910,3,2,0
3911,2,2,0
3912,3,1,0
3913,3,1,0
3914,444,406,0
3915,2,1,0
3916,380,380,0
3917,2,1,0
3918,2,1,0
3919,452,452,0
3920,457,457,0
3921,2,1,0
3922,357,357,0
3923,2,1,0
3924,2,1,0
3925,2,1,0
3926,442,442,0
3927,333,333,0
3928,75,75,0
3929,2,1,0
3930,402,356,0
3931,2,1,0
3932,2,1,0
3933,346,322,0
3934,100,98,0
3935,2,1,0
3936,2,1,0
3937,2,1,0
3938,4,2,0
3939,5,2,0
3940,13,13,0
3941,3,2,0
3942,16,18,0
3943,4,2,0
3944,13,12,0
3945,6,5,0
3946,3,2,0
3947,3,2,0
3948,5,2,0
3949,3,2,0
3950,3,1,0
3951,3,2,0
3952,3,2,0
3953,3,2,0
3954,3,2,0
3955,3,2,0
3956,4,2,0
3957,3,2,0
3958,3,2,0
3959,3,2,0
3960,3,2,0
3961,3,2,0
3962,4,2,0
3963,6,1,0
3964,5,2,0
3965,4,2,0
3966,4,1,0
3967,3,2,0
3968,4,2,0
3969,7,1,0
3970,3,1,0
3971,5,2,0
3972,4,2,0
3973,739,1198,0
3974,5,2,0
3975,834,1410,0
3976,2,1,0
3977,444,444,0
3978,2,1,0
3979,347,347,0
3980,2,1,0
3981,501,424,0
3982,3,2,0
3983,3,2,0
3984,4,2,0
3985,3,1,0
3986,6,1,0
3987,3,1,0
3988,5,1,0
3989,5,2,0
3990,3,2,0
3991,3,2,0
3992,3,2,0
3993,3,2,0
3994,3,2,0
3995,3,2,0
3996,3,2,0
3997,3,2,0
3998,3,2,0
3999,3,2,0
4000,3,1,0
4001,3,1,0
4002,3,1,0
4003,3006,3001,0
4004,3001,2998,0
4005,2928,2927,0
4006,3,1,0
4007,11,2,0
4008,1212,1211,0
4009,1604,1603,0
4010,3,1,0
4011,2241,2240,0
4012,1362,1359,0
4013,1973,1972,0
4014,3,2,0
4015,2,1,0
4016,327,327,0
4017,2,1,0
4018,424,327,0
4019,2,1,0
4020,505,427,0
4021,2,1,0
4022,2,1,0
4023,2,1,0
4024,2,1,0
4025,2,1,0
4026,2,1,0
4027,2,1,0
4028,483,401,0
4029,21,14,0
4030,444,375,0
4031,90,70,0
4032,30,24,0
4033,68,56,0
4034,453,412,0
4035,2,1,0
4036,2,2,0
4037,2,1,0
4038,3,1,0
4039,1392,1391,0
4040,5,2,0
4041,2,2,0
4042,4,2,0
4043,2,2,0
4044,2,2,0
4045,5,2,0
4046,2,2,0
4047,3,1,0
4048,3,1,0
4049,3,1,0
4050,3,2,0
4051,5,1,0
4052,5,2,0
4053,5,1,0
4054,7,1,0
4055,3,1,0
4056,4,2,0
4057,3,2,0
4058,10,16,0
4059,3,1,0
4060,5,2,0
4061,5,2,0
4062,5,2,0
4063,5,2,0
4064,5,2,0
4065,4,2,0
4066,12,16,0
4067,14,16,0
4068,14,16,0
4069,14,16,0
4070,3,1,0
4071,2,2,0
4072,5,2,0
4073,4,2,0
4074,34,2,0
4075,4,1,0
4076,3,2,0
4077,3,2,0
4078,3,2,0
4079,3,1,0
4080,3,2,0
4081,3,2,0
4082,3,2,0
4083,3,2,0
4084,5,2,0
4085,3,1,0
4086,4,2,0
4087,3,1,0
4088,3,1,0
4089,3,2,0
4090,6,1,0
4091,3,2,0
4092,3,2,0
4093,4,2,0
4094,3,2,0
4095,3,2,0
4096,3,2,0
4097,3,1,0
4098,5,2,0
4099,3,2,0
4100,3,2,0
4101,3,2,0
4102,3,1,0
4103,3,1,0
4104,3,2,0
4105,3,2,0
4106,3,2,0
4107,3,2,0
4108,3,1,0
4109,506,371,0
4110,402,390,0
4111,118,70,0
4112,4,2,0
4113,41,2,0
4114,5,1,0
4115,3,1,0
4116,4,2,0
4117,3,1,0
4118,2,2,0
4119,2,2,0
4120,2,2,0
4121,2,2,0
4122,2,2,0
4123,2,2,0
4124,3,1,0
4125,5,2,0
4126,2,2,0
4127,2,2,0
4128,3,1,0
4129,3,1,0
4130,2758,2757,0
4131,649,1050,0
4132,5,1,0
4133,5,2,0
4134,2,2,0
4135,3,2,0
4136,2,1,0
4137,3,2,0
4138,2,1,0
4139,369,369,0
4140,4,2,0
4141,3,2,0
4142,3,2,0
4143,4,2,0
4144,5,2,0
4145,5,2,0
4146,3,2,0
4147,3,2,0
4148,4,2,0
4149,3,1,0
4150,4,2,0
4151,3,1,0
4152,3,2,0
4153,2,1,0
4154,2,1,0
4155,2,2,0
4156,3,2,0
4157,3,2,0
4158,2,1,0
4159,3,2,0
4160,4,2,0
4161,21,20,0
4162,5,2,0
4163,22,20,0
4164,3,2,0
4165,7,2,0
4166,21,20,0
4167,21,20,0
4168,3,2,0
4169,4,2,0
4170,4,2,0
4171,3,2,0
4172,3,2,0
4173,3,2,0
